time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
18:26:49:7610,-8.3094,14.2265,6.3652,17.662
18:26:49:7740,-9.7212,13.5648,6.8541,18.041
18:26:49:7820,-11.2576,12.5511,7.9403,18.636
18:26:49:7920,-12.7216,11.3989,9.2941,19.446
18:26:49:8030,-13.7316,10.3794,10.0521,19.933
18:26:49:8129,-14.9858,9.1895,11.1838,20.835
18:26:49:8330,-15.6003,8.2783,12.1448,21.434
18:26:49:8330,-15.3022,7.3993,13.3604,21.620
18:26:49:8400,-13.3311,7.4133,14.2946,20.905
18:26:49:8530,-9.8568,8.4704,14.8181,19.710
18:26:49:8610,-6.2125,9.4767,14.0607,18.058
18:26:49:8740,-2.9501,10.0208,12.4951,16.286
18:26:49:8820,-0.2749,10.6204,9.4349,14.209
18:26:49:8940,2.1424,11.0963,5.2872,12.477
18:26:49:9020,3.9137,11.6681,3.4721,12.787
18:26:49:9180,3.1693,12.0531,3.8772,13.052
18:26:49:9360,1.0574,11.8484,4.9609,12.889
18:26:49:9370,-1.6662,11.5049,6.1667,13.159
18:26:49:9410,-1.6768,11.3126,8.5350,14.270
18:26:49:9530,3.0414,11.3199,11.4204,16.365
18:26:49:9620,10.9017,12.0963,13.4305,21.108
18:26:49:9730,20.8102,13.4830,12.7638,27.888
18:26:49:9830,24.4948,13.0527,10.0584,29.522
18:26:49:9940,21.9480,10.4140,5.3897,24.884
18:26:50:0020,18.4589,7.9317,2.4313,20.237
18:26:50:0130,15.1949,5.1955,-0.2818,16.061
18:26:50:0340,13.3164,3.2481,-0.6947,13.724
18:26:50:0350,10.0383,1.0428,0.2960,10.097
18:26:50:0410,7.4543,-0.4407,1.4038,7.598
18:26:50:0520,4.7855,-1.9291,3.2358,6.090
18:26:50:0620,3.2485,-3.5963,4.9127,6.901
18:26:50:0800,2.1942,-5.5640,6.1134,8.553
18:26:50:0810,0.7680,-7.6973,6.2120,9.921
18:26:50:0920,-1.4103,-9.9781,4.9667,11.235
18:26:50:1019,-3.2092,-11.5254,3.6152,12.498
18:26:50:1120,-4.9317,-13.1191,2.5218,14.241
18:26:50:1220,-5.8313,-14.1025,2.0539,15.398
18:26:50:1330,-6.7352,-15.3376,1.6840,16.836
18:26:50:1409,-7.3662,-16.0578,1.2964,17.714
18:26:50:1520,-8.3018,-16.7990,1.0742,18.769
18:26:50:1610,-9.4168,-17.5226,0.9215,19.914
18:26:50:1729,-10.6992,-18.0817,0.5788,21.018
18:26:50:1810,-12.9688,-18.6331,0.0840,22.702
18:26:50:1930,-15.2401,-19.4094,0.0645,24.678
18:26:50:2020,-15.8414,-19.7885,0.7912,25.361
18:26:50:2120,-14.3829,-19.7236,2.8316,24.574
18:26:50:2210,-12.3598,-19.2805,4.3491,23.311
18:26:50:2320,-7.9079,-17.8899,6.3424,20.562
18:26:50:2410,-4.3094,-16.1814,7.3371,18.282
18:26:50:2540,-0.7664,-13.1200,6.8431,14.817
18:26:50:2620,0.0216,-10.6887,4.8616,11.742
18:26:50:2730,-0.5784,-9.5170,0.2015,9.537
18:26:50:2859,-0.9566,-8.6160,-3.1323,9.217
18:26:50:3010,0.2395,-5.9033,-5.0521,7.774
18:26:50:3010,6.8756,-3.0586,-3.7304,8.399
18:26:50:3120,21.9035,2.1857,2.6269,22.168
18:26:50:3220,33.3948,7.6127,8.8835,35.385
18:26:50:3330,41.3088,13.6687,14.9171,45.997
18:26:50:3510,39.8046,16.1996,14.1049,45.230
18:26:50:3520,31.4829,16.9532,7.6011,36.556
18:26:50:3620,23.0435,16.4740,1.9478,28.393
18:26:50:3730,19.0152,17.0150,-1.8497,25.583
18:26:50:3810,17.5332,18.1433,-2.7353,25.379
18:26:50:3930,15.1700,18.5226,-1.7671,24.007
18:26:50:4030,11.2116,17.5655,-0.2792,20.840
18:26:50:4140,6.2176,15.8705,3.2012,17.343
18:26:50:4210,3.4640,15.1314,6.2091,16.719
18:26:50:4330,0.6663,14.8410,8.5354,17.133
18:26:50:4420,-0.8609,14.7660,9.3238,17.485
18:26:50:4530,-2.4499,14.6971,8.9963,17.405
18:26:50:4620,-3.5251,14.5235,8.5510,17.219
18:26:50:4720,-4.9059,14.2417,7.6991,16.917
18:26:50:4810,-6.1765,14.0951,7.1814,16.982
18:26:50:4940,-7.6392,14.1392,6.7805,17.443
18:26:50:5020,-9.3573,14.0070,6.9276,18.214
18:26:50:5220,-10.5962,13.8863,8.8918,19.600
18:26:50:5230,-11.2348,14.1208,10.3809,20.818
18:26:50:5320,-13.0278,13.4972,11.7710,22.146
18:26:50:5410,-14.5443,12.7023,12.5414,23.025
18:26:50:5540,-14.7884,12.2093,13.8030,23.628
18:26:50:5610,-12.2507,13.0617,13.9093,22.675
18:26:50:5760,-8.5197,14.5056,12.9772,21.246
18:26:50:5810,-4.5334,15.4823,11.4870,19.804
18:26:50:5920,-2.0197,15.8296,9.0381,18.340
18:26:50:6020,1.1357,16.1648,6.3200,17.393
18:26:50:6140,4.0803,16.0999,5.1402,17.386
18:26:50:6210,4.7505,15.7385,5.4801,17.329
18:26:50:6330,3.6459,15.7079,6.4272,17.359
18:26:50:6420,2.8790,16.0302,7.6098,17.977
18:26:50:6520,3.8811,16.2070,9.6089,19.237
18:26:50:6620,6.7129,15.3415,13.0254,21.215
18:26:50:6750,11.8649,13.7352,16.1789,24.314
18:26:50:6810,17.0959,12.5103,16.2785,26.716
18:26:50:6939,19.8291,10.6600,12.1927,25.603
18:26:50:7030,19.7380,8.7706,8.5772,23.240
18:26:50:7140,17.9898,5.8150,4.9816,19.552
18:26:50:7210,16.2464,3.2739,3.6181,16.963
18:26:50:7360,13.3874,0.2578,3.7184,13.897
18:26:50:7410,10.6172,-1.9919,4.6334,11.754
18:26:50:7520,7.2559,-4.3063,5.7303,10.199
18:26:50:7620,4.9687,-5.7850,6.3781,9.942
18:26:50:7730,2.7753,-7.6411,6.6960,10.532
18:26:50:7810,1.0708,-9.5862,6.6187,11.698
18:26:50:7940,-0.3163,-11.3074,5.9301,12.772
18:26:50:8010,-2.2732,-12.8282,4.2157,13.693
18:26:50:8169,-4.5163,-14.4222,2.2784,15.284
18:26:50:8210,-5.7812,-15.7164,1.2932,16.796
18:26:50:8320,-7.1629,-16.8513,0.4272,18.315
18:26:50:8410,-7.9893,-17.7620,-0.3311,19.479
18:26:50:8530,-8.8317,-18.8268,-1.3826,20.841
18:26:50:8610,-9.4002,-18.8368,-2.2777,21.175
18:26:50:8720,-10.2974,-18.5628,-3.3948,21.497
18:26:50:8820,-11.0512,-18.4771,-4.1940,21.934
18:26:50:8950,-11.4505,-18.2189,-4.3969,21.963
18:26:50:9010,-11.1350,-17.9225,-3.8092,21.441
18:26:50:9210,-9.6242,-16.9881,-2.0198,19.629
18:26:50:9220,-8.6146,-16.2483,-0.8751,18.411
18:26:50:9320,-7.5348,-15.4295,0.0888,17.171
18:26:50:9420,-6.4614,-14.4908,0.6305,15.879
18:26:50:9520,-3.9070,-12.6437,1.4220,13.310
18:26:50:9620,-1.6365,-10.4837,0.9505,10.653
18:26:50:9730,1.9969,-7.4496,-0.6120,7.737
18:26:50:9880,4.5064,-5.3447,-1.9770,7.265
18:26:51:0040,6.1194,-4.8079,-2.9875,8.336
18:26:51:0050,6.5667,-4.5302,-2.4482,8.345
18:26:51:0120,9.0489,-4.0233,1.5999,10.031
18:26:51:0220,14.9268,-2.5652,8.3650,17.302
18:26:51:0340,24.1640,2.1815,16.9916,29.620
18:26:51:0470,32.3477,7.5585,21.5044,39.572
18:26:51:0520,38.2643,14.0712,19.9108,45.372
18:26:51:0630,35.9125,17.6319,14.1329,42.430
18:26:51:0730,26.3367,18.7965,6.6707,33.037
18:26:51:0840,19.0824,17.8288,1.9344,26.187
18:26:51:0950,15.9437,17.4800,2.1100,23.753
18:26:51:1019,14.9448,17.7818,4.7053,23.700
18:26:51:1190,11.9952,17.3438,5.7019,21.845
18:26:51:1210,8.5804,16.7397,6.0752,19.767
18:26:51:1320,4.9184,15.8374,6.2898,17.736
18:26:51:1419,2.7943,15.0796,6.3501,16.599
18:26:51:1530,0.7363,13.9428,6.6183,15.451
18:26:51:1610,0.2198,13.4204,6.5806,14.949
18:26:51:1729,-0.8948,12.8084,6.4436,14.366
18:26:51:1820,-2.3304,12.2294,6.0837,13.856
18:26:51:1970,-4.2478,11.6030,5.5836,13.559
18:26:51:2020,-6.2692,11.1059,5.4596,13.873
18:26:51:2290,-8.5009,10.5840,6.4251,15.019
18:26:51:2300,-10.4227,10.1980,8.4982,16.878
18:26:51:2340,-11.3396,9.9828,10.8198,18.583
18:26:51:2420,-11.7324,10.1033,12.2493,19.743
18:26:51:2520,-12.3905,10.2412,13.8529,21.220
18:26:51:2620,-12.6915,10.1901,14.6688,21.911
18:26:51:2720,-12.3108,10.3241,15.3377,22.212
18:26:51:2810,-11.1885,10.6831,15.5151,21.910
18:26:51:2970,-9.5941,11.3510,14.7740,20.956
18:26:51:3060,-7.7229,11.8349,13.3924,19.470
18:26:51:3210,-5.1576,12.2957,11.6290,17.692
18:26:51:3220,-1.5284,13.2613,9.9722,16.663
18:26:51:3320,1.9797,14.3747,7.9839,16.562
18:26:51:3430,5.3285,15.1024,6.8920,17.435
18:26:51:3530,7.2376,15.6418,6.0594,18.269
18:26:51:3610,6.3923,15.5877,5.8347,17.829
18:26:51:3730,5.3415,16.1884,7.6885,18.701
18:26:51:3820,6.7751,18.1515,11.0410,22.300
18:26:51:3980,11.4386,19.5093,14.2496,26.730
18:26:51:4040,15.9820,18.6137,15.6173,29.083
18:26:51:4210,18.6313,16.1643,13.2242,27.987
18:26:51:4230,19.9752,14.4041,10.8358,26.905
18:26:51:4320,20.3526,11.4728,7.5981,24.568
18:26:51:4410,19.0360,8.7646,5.3550,21.630
18:26:51:4530,16.6261,4.9949,4.0859,17.835
18:26:51:4610,14.7208,2.1717,3.6724,15.327
18:26:51:4730,11.9325,-1.2219,3.3231,12.447
18:26:51:4820,9.3066,-3.9615,3.5591,10.723
18:26:51:4940,6.0352,-6.8406,4.2175,10.050
18:26:51:5020,3.0671,-9.8221,5.4051,11.623
18:26:51:5170,0.2735,-12.3187,6.8876,14.116
18:26:51:5210,-2.3705,-14.8273,7.4062,16.743
18:26:51:5370,-5.0939,-16.9824,6.7646,18.977
18:26:51:5420,-6.9786,-18.1431,5.5510,20.216
18:26:51:5520,-7.9942,-18.5444,3.7097,20.532
18:26:51:5610,-8.1600,-18.4639,2.6304,20.357
18:26:51:5729,-7.8520,-18.4184,2.4287,20.169
18:26:51:5810,-7.2709,-18.2359,2.7058,19.818
18:26:51:5950,-7.2267,-17.9824,2.8288,19.586
18:26:51:6020,-7.9362,-18.0646,2.2556,19.859
18:26:51:6200,-9.0810,-17.9078,1.4676,20.132
18:26:51:6210,-9.5920,-17.2626,0.7236,19.762
18:26:51:6320,-10.0297,-16.5635,0.0382,19.364
18:26:51:6420,-10.0476,-16.1353,-0.2769,19.010
18:26:51:6530,-9.3095,-15.4533,0.1638,18.042
18:26:51:6620,-7.9867,-15.1089,0.6734,17.103
18:26:51:6720,-4.7366,-14.3959,0.7398,15.173
18:26:51:6810,-4.8615,-14.2198,0.6075,15.040
18:26:51:6959,2.1181,-11.0571,1.4203,11.347
18:26:51:7060,4.2733,-8.5002,-0.2097,9.516
18:26:51:7220,4.7607,-6.6159,-3.9964,9.078
18:26:51:7230,3.8659,-5.3285,-5.6956,8.705
18:26:51:7420,4.3814,-2.5797,-4.3700,6.704
18:26:51:7430,10.0733,-0.2209,0.5140,10.089
18:26:51:7540,21.3191,4.3736,9.7279,23.838
18:26:51:7650,29.5850,8.3893,16.1230,34.722
18:26:51:7720,35.6059,14.0695,19.0128,42.746
18:26:51:7850,33.7599,17.2240,15.4734,40.937
18:26:51:7930,26.4221,17.9209,8.9323,33.152
18:26:51:8010,20.5447,17.3624,4.4183,27.259
18:26:51:8120,16.4682,16.7027,1.2751,23.491
18:26:51:8220,14.1632,16.3767,1.1750,21.684
18:26:51:8330,11.2340,15.6325,2.3256,19.390
18:26:51:8410,8.4073,14.5090,3.7267,17.178
18:26:51:8520,5.2456,13.1234,6.3728,15.503
18:26:51:8610,2.6919,12.2303,8.0746,14.901
18:26:51:8740,-0.3888,11.3187,9.5128,14.790
18:26:51:8810,-2.8180,10.6780,10.3217,15.116
18:26:51:8940,-6.9437,10.0758,9.6677,15.595
18:26:51:9030,-8.9288,10.1162,8.9381,16.185
18:26:51:9120,-9.5741,10.9905,8.7613,17.006
18:26:51:9210,-8.9754,12.5663,8.4730,17.614
18:26:51:9330,-8.4382,14.2868,7.8607,18.360
18:26:51:9410,-7.8130,15.8399,7.8500,19.328
18:26:51:9570,-7.9405,17.0591,8.5094,20.651
18:26:51:9620,-9.5257,16.9596,9.9638,21.855
18:26:51:9720,-10.9597,16.3966,14.0069,24.190
18:26:51:9810,-11.5306,15.6391,16.7832,25.675
18:26:51:9950,-11.5259,15.1866,18.6618,26.678
18:26:52:0030,-9.5319,15.6105,18.3217,25.889
18:26:52:0130,-5.7247,16.6461,16.2640,23.966
18:26:52:0220,-1.7441,17.3505,13.5819,22.103
18:26:52:0340,2.3103,17.6911,10.4994,20.701
18:26:52:0410,5.0213,17.2908,8.2338,19.799
18:26:52:0560,6.1725,16.1108,6.6190,18.479
18:26:52:0620,5.6935,14.5645,6.2103,16.826
18:26:52:0720,4.3563,13.7982,8.8433,16.958
18:26:52:0820,3.8342,14.2043,11.5341,18.695
18:26:52:0920,5.7157,14.6921,13.9259,21.035
18:26:52:1030,8.9047,14.7538,14.7361,22.674
18:26:52:1140,12.6221,13.4309,13.7432,22.991
18:26:52:1210,15.1316,11.3899,10.9986,21.901
18:26:52:1360,16.1461,9.0050,7.9410,20.121
18:26:52:1419,15.7788,6.6856,5.7613,18.079
18:26:52:1520,13.6991,3.4806,4.1898,14.742
18:26:52:1610,11.9298,0.9986,4.3042,12.722
18:26:52:1739,9.8965,-1.9858,5.0506,11.287
18:26:52:1810,8.6080,-3.8922,5.3804,10.872
18:26:52:1960,6.8178,-5.5405,5.7054,10.475
18:26:52:2020,5.2825,-6.8100,6.5351,10.816
18:26:52:2130,3.2137,-7.9049,7.4807,11.348
18:26:52:2220,1.1220,-9.3158,7.8190,12.214
18:26:52:2380,-0.8834,-10.6535,7.0781,12.821
18:26:52:2410,-2.9937,-11.7947,5.4796,13.346
18:26:52:2560,-5.3672,-12.8678,3.4878,14.372
18:26:52:2620,-6.5734,-13.4127,2.1369,15.089
18:26:52:2730,-7.0989,-13.9233,0.8245,15.650
18:26:52:2810,-7.0193,-14.0724,-0.0278,15.726
18:26:52:2920,-6.7932,-14.2993,-0.3597,15.835
18:26:52:3010,-6.7062,-14.3820,-0.3941,15.874
18:26:52:3150,-6.8802,-14.3985,-0.4799,15.965
18:26:52:3210,-7.9288,-14.2409,-0.8829,16.323
18:26:52:3370,-8.9642,-13.9339,-1.3578,16.624
18:26:52:3410,-10.4993,-13.9167,-2.1064,17.560
18:26:52:3520,-12.3976,-14.0946,-3.4655,19.088
18:26:52:3620,-13.0190,-14.2557,-4.2047,19.758
18:26:52:3730,-11.3574,-13.9516,-3.7479,18.376
18:26:52:3840,-8.7566,-13.0623,-2.5262,15.927
18:26:52:3920,-5.0807,-11.5938,-0.4427,12.666
18:26:52:4010,-2.1755,-10.6430,0.7040,10.886
18:26:52:4180,0.2481,-9.6378,1.0929,9.703
18:26:52:4210,1.9664,-8.8901,0.9044,9.150
18:26:52:4390,2.3706,-8.2293,-0.9383,8.615
18:26:52:4420,3.7599,-6.8819,-2.9984,8.396
18:26:52:4620,6.1342,-2.8008,-4.5028,8.109
18:26:52:4630,11.6958,0.4777,-2.1552,11.902
18:26:52:4720,21.5681,4.4040,6.5075,22.955
18:26:52:4820,28.0456,7.6222,13.0252,31.848
18:26:52:4930,31.1947,11.1343,18.0594,37.726
18:26:52:5010,29.1255,12.6151,17.1036,36.055
18:26:52:5150,22.9066,13.6236,12.2767,29.343
18:26:52:5210,19.0333,14.2531,8.1988,25.152
18:26:52:5350,18.0936,15.7831,4.8220,24.489
18:26:52:5410,17.7614,17.7025,2.8863,25.242
18:26:52:5520,15.7666,18.1818,2.6616,24.213
18:26:52:5620,13.0449,17.7927,3.1607,22.288
18:26:52:5729,8.3520,16.7130,4.2109,19.152
18:26:52:5810,4.9366,15.7662,6.2099,17.650
18:26:52:5940,1.4043,14.6330,9.2178,17.351
18:26:52:6010,-1.3209,14.0979,10.1473,17.420
18:26:52:6150,-4.2267,14.1700,9.3967,17.520
18:26:52:6220,-5.1322,14.5167,8.2990,17.491
18:26:52:6390,-5.9283,15.0460,6.9026,17.583
18:26:52:6420,-6.9249,15.3631,5.8907,17.852
18:26:52:6530,-7.6596,15.3892,5.7132,18.115
18:26:52:6640,-8.7931,15.3410,6.3287,18.781
18:26:52:6740,-9.9559,14.8473,8.0095,19.589
18:26:52:6820,-10.3209,14.4189,9.9030,20.310
18:26:52:6919,-10.8151,14.1673,12.1657,21.580
18:26:52:7020,-11.0789,13.9050,13.2171,22.154
18:26:52:7170,-11.3958,13.3872,14.3548,22.697
18:26:52:7220,-11.2508,12.8448,14.1881,22.201
18:26:52:7390,-9.4156,12.7201,12.5545,20.201
18:26:52:7420,-6.8997,12.8111,10.9615,18.218
18:26:52:7520,-4.1214,12.6430,9.4247,16.299
18:26:52:7610,-2.1427,12.1598,7.9063,14.662
18:26:52:7730,-0.0363,11.8184,6.7445,13.608
18:26:52:7810,2.2299,12.2549,6.8655,14.223
18:26:52:7930,2.9620,12.6439,7.0362,14.770
18:26:52:8030,2.0818,12.8940,7.5068,15.065
18:26:52:8149,1.8423,13.3705,9.3445,16.416
18:26:52:8210,4.3355,13.7002,11.9685,18.701
18:26:52:8410,7.9799,13.0109,14.5432,21.082
18:26:52:8430,11.5014,11.7992,14.7388,22.107
18:26:52:8520,15.9562,11.5299,13.7114,23.990
18:26:52:8620,18.9622,11.1511,11.7226,24.927
18:26:52:8730,20.4979,10.0985,9.2468,24.651
18:26:52:8810,19.3340,8.2615,6.9410,22.141
18:26:52:8930,16.2940,5.4194,4.4457,17.738
18:26:52:9030,13.6245,3.0696,3.9777,14.521
18:26:52:9150,10.1059,0.6217,4.6302,11.133
18:26:52:9220,7.7013,-1.4059,5.5681,9.607
18:26:52:9380,4.8170,-3.3028,6.5402,8.768
18:26:52:9420,2.5028,-5.5338,7.0285,9.289
18:26:52:9660,0.1782,-7.8316,7.3654,10.752
18:26:52:9670,-2.0526,-9.9666,6.8169,12.248
18:26:52:9730,-4.0756,-12.1100,4.8845,13.679
18:26:52:9830,-5.7092,-13.4109,3.2113,14.925
18:26:52:9920,-7.7164,-14.6189,1.2503,16.578
18:26:53:0020,-8.4647,-15.3761,0.1619,17.553
18:26:53:0120,-9.0005,-15.9711,-0.2382,18.334
18:26:53:0210,-8.7589,-16.2866,-0.3270,18.495
18:26:53:0320,-8.8049,-16.5093,-0.5091,18.717
18:26:53:0410,-9.4247,-16.4954,-0.7198,19.012
18:26:53:0520,-10.4935,-16.3079,-1.0202,19.419
18:26:53:0610,-11.3807,-16.2802,-1.0601,19.892
18:26:53:0720,-12.5842,-16.7653,-0.9792,20.986
18:26:53:0820,-13.4933,-16.9073,-0.2805,21.633
18:26:53:0920,-13.9312,-17.3414,0.8250,22.259
18:26:53:1019,-13.1085,-17.5187,1.4920,21.931
18:26:53:1120,-10.4399,-17.2996,2.2320,20.329
18:26:53:1210,-7.7119,-16.3750,2.2023,18.234
18:26:53:1370,-3.4328,-14.1208,1.1604,14.578
18:26:53:1409,-0.0309,-11.6600,-0.5184,11.672
18:26:53:1520,2.3540,-9.1037,-3.3797,9.992
18:26:53:1610,2.9149,-7.7630,-6.1266,10.310
18:26:53:1729,2.7773,-6.2720,-8.4451,10.880
18:26:53:1820,4.9606,-4.7158,-7.6597,10.272
18:26:53:1940,12.4723,-2.6233,-0.3496,12.750
18:26:53:2030,20.4477,0.5349,8.7595,22.251
18:26:53:2170,33.3330,6.7524,19.7991,39.353
18:26:53:2210,39.8910,12.8691,24.6588,48.631
18:26:53:2420,37.7521,16.7778,18.5471,45.285
18:26:53:2430,30.5208,19.3403,5.9353,36.617
18:26:53:2530,23.9703,21.0896,-5.0038,32.317
18:26:53:2610,21.5290,22.5187,-10.4260,32.853
18:26:53:2730,21.0836,23.5531,-9.3201,32.956
18:26:53:2829,18.9024,22.5346,-4.5164,29.757
18:26:53:2920,12.8031,19.5007,0.8511,23.344
18:26:53:3010,7.4969,17.2877,4.6086,19.399
18:26:53:3170,2.0471,15.0600,8.8476,17.586
18:26:53:3340,-1.6233,13.8303,10.9546,17.718
18:26:53:3340,-4.6471,12.6739,11.0719,17.459
18:26:53:3410,-6.2114,12.2759,10.0447,17.035
18:26:53:3520,-6.4297,12.2284,8.9365,16.454
18:26:53:3620,-5.8884,12.7536,7.6604,16.000
18:26:53:3740,-5.8632,13.2304,6.1466,15.723
18:26:53:3820,-7.1372,12.9522,4.8974,15.578
18:26:53:3920,-9.2841,11.7792,5.0532,15.827
18:26:53:4020,-10.6013,10.9928,6.5750,16.627
18:26:53:4130,-12.5419,9.9481,8.7527,18.245
18:26:53:4220,-13.6285,9.4191,10.7237,19.735
18:26:53:4420,-13.9919,8.7756,12.5348,20.734
18:26:53:4440,-13.3196,8.7480,13.2106,20.699
18:26:53:4530,-12.3575,8.9902,12.5163,19.753
18:26:53:4630,-10.3997,9.4496,11.2908,18.026
18:26:53:4720,-8.3445,10.0980,9.9287,16.437
18:26:53:4810,-5.6507,10.7778,8.6340,14.921
18:26:53:4930,-2.3378,11.8415,6.7693,13.839
18:26:53:5010,0.3304,12.9061,5.5441,14.050
18:26:53:5170,2.0545,14.1647,4.8488,15.112
18:26:53:5220,0.9835,14.6984,5.2126,15.626
18:26:53:5420,-0.8734,14.3229,6.4643,15.738
18:26:53:5430,-1.9405,13.4141,9.1269,16.340
18:26:53:5520,-1.3003,12.6627,13.0750,18.248
18:26:53:5610,3.9021,12.6234,15.9558,20.716
18:26:53:5729,12.9982,14.1803,16.3769,25.263
18:26:53:5820,18.9361,15.2857,14.5627,28.360
18:26:53:5920,20.7997,14.7753,10.2159,27.483
18:26:53:6010,19.0897,13.1019,7.2169,24.252
18:26:53:6130,16.0836,9.7994,5.0646,19.503
18:26:53:6230,13.5968,7.3701,5.0989,16.285
18:26:53:6450,10.5593,4.5223,6.0945,13.004
18:26:53:6460,8.3643,2.4324,6.7305,11.008
18:26:53:6520,6.3618,0.9337,6.6521,9.252
18:26:53:6610,5.3011,-0.4009,5.9759,7.998
18:26:53:6760,4.1460,-1.9681,4.9539,6.753
18:26:53:6949,2.3359,-3.6436,3.6719,5.676
18:26:53:6959,-0.0527,-5.5374,2.2933,5.994
18:26:53:7020,-1.7117,-7.0038,1.4396,7.352
18:26:53:7120,-3.7239,-8.7764,1.0719,9.594
18:26:53:7210,-5.3875,-10.1698,0.8984,11.544
18:26:53:7380,-7.1894,-11.9651,0.3811,13.964
18:26:53:7430,-8.3146,-13.3186,-0.0282,15.701
18:26:53:7620,-9.7821,-14.0173,-0.6996,17.107
18:26:53:7630,-10.2507,-14.5191,-1.6442,17.849
18:26:53:7720,-10.2666,-14.7200,-2.4749,18.116
18:26:53:7810,-10.2401,-14.7311,-2.3879,18.099
18:26:53:7930,-11.4509,-15.0842,-2.2196,19.068
18:26:53:8010,-12.4798,-15.7791,-2.1216,20.229
18:26:53:8139,-12.3241,-16.1642,-1.5812,20.388
18:26:53:8230,-11.0331,-15.9431,-0.3742,19.392
18:26:53:8480,-8.1667,-14.2442,1.5789,16.495
18:26:53:8490,-4.5710,-12.8002,2.5295,13.825
18:26:53:8520,-1.7205,-11.2200,3.4743,11.871
18:26:53:8610,-0.2381,-9.3578,3.2047,9.894
18:26:53:8730,-0.8262,-9.7920,0.3764,9.834
18:26:53:8930,-1.0175,-10.1060,-1.2810,10.238
18:26:53:8940,-0.1204,-8.8468,-1.4211,8.961
18:26:53:9010,1.7854,-6.2822,-1.1730,6.635
18:26:53:9130,8.0408,-1.9251,1.1189,8.343
18:26:53:9210,15.6867,2.4433,5.7917,16.899
18:26:53:9410,26.0014,7.9428,13.1883,30.217
18:26:53:9420,31.4995,12.2727,17.0716,37.872
18:26:53:9570,29.9941,16.3633,15.1590,37.379
18:26:53:9610,23.5157,17.2243,9.3717,30.618
18:26:53:9720,17.9367,17.1665,5.1727,25.361
18:26:53:9820,14.8329,17.1230,3.0076,22.853
18:26:53:9920,13.1599,17.6042,3.0041,22.184
18:26:54:0020,11.9563,17.6498,3.7868,21.652
18:26:54:0120,9.6471,17.2998,4.8589,20.395
18:26:54:0210,7.3416,16.7919,5.5620,19.152
18:26:54:0350,4.1860,15.8361,6.3537,17.569
18:26:54:0410,1.8059,14.9756,7.0656,16.657
18:26:54:0520,-0.7909,13.8797,8.1970,16.139
18:26:54:0620,-2.3651,13.1527,8.8601,16.034
18:26:54:0730,-4.2409,12.3072,9.5810,16.163
18:26:54:0820,-5.2408,12.0493,10.7245,16.961
18:26:54:0930,-5.7624,12.2506,10.6964,17.254
18:26:54:1010,-6.3846,12.8086,9.3534,17.097
18:26:54:1120,-7.7276,13.3823,7.4368,17.150
18:26:54:1230,-8.9525,13.6984,6.3616,17.557
18:26:54:1470,-9.9857,14.0299,6.2619,18.324
18:26:54:1480,-10.2027,14.4157,7.2791,19.102
18:26:54:1530,-11.5773,14.2042,9.1893,20.500
18:26:54:1620,-12.5232,13.7689,11.4387,21.846
18:26:54:1729,-12.0243,13.8188,13.5714,22.797
18:26:54:1830,-10.0486,14.3412,14.8426,22.955
18:26:54:1930,-6.4674,14.9222,14.9531,22.093
18:26:54:2010,-2.3257,15.2696,13.8476,20.744
18:26:54:2120,1.8330,15.5209,11.5480,19.432
18:26:54:2220,2.6502,14.5208,9.5246,17.567
18:26:54:2430,1.5093,12.7557,8.0108,15.138
18:26:54:2440,0.8562,12.0889,8.2807,14.678
18:26:54:2530,0.8765,12.0420,9.7515,15.520
18:26:54:2620,2.6036,12.4033,11.7688,17.295
18:26:54:2730,4.9468,12.0934,13.2855,18.634
18:26:54:2829,8.2750,10.6510,14.0411,19.470
18:26:54:2920,13.3236,9.5005,12.8351,20.797
18:26:54:3020,17.2648,9.1691,10.7779,22.323
18:26:54:3120,19.8207,8.3068,7.2085,22.668
18:26:54:3230,19.4451,7.1736,4.1287,21.133
18:26:54:3439,16.9828,5.2620,0.8403,17.799
18:26:54:3449,14.6690,3.4154,-0.0247,15.061
18:26:54:3530,10.8402,1.1619,0.5288,10.915
18:26:54:3620,7.6855,-0.1457,1.6695,7.866
18:26:54:3750,4.6010,-1.1741,3.3228,5.796
18:26:54:3930,2.7673,-2.2511,4.9409,6.094
18:26:54:3940,1.4473,-3.5466,5.9825,7.104
18:26:54:4010,0.0549,-5.0040,5.6947,7.581
18:26:54:4130,-1.7474,-6.4507,3.8985,7.737
18:26:54:4220,-3.2495,-7.3043,2.2574,8.307
18:26:54:4400,-4.6769,-8.1959,0.2780,9.441
18:26:54:4420,-5.7467,-8.7885,-0.7517,10.527
18:26:54:4520,-7.1918,-9.4251,-1.3931,11.937
18:26:54:4620,-8.0836,-10.0529,-1.0433,12.942
18:26:54:4720,-9.0566,-10.7798,-0.4217,14.086
18:26:54:4810,-10.2354,-11.3755,-0.2781,15.305
18:26:54:4920,-11.7615,-11.9595,-0.0552,16.774
18:26:54:5020,-13.2898,-12.4784,0.0522,18.230
18:26:54:5140,-15.0182,-12.9205,-0.0736,19.811
18:26:54:5210,-15.8176,-12.9449,-0.0881,20.440
18:26:54:5370,-15.0807,-12.8815,0.2971,19.836
18:26:54:5420,-12.7106,-12.6657,1.1249,17.979
18:26:54:5610,-8.9122,-11.3657,2.4928,14.657
